flight_id,flight_number,flight_date,airline_code,aircraft_id,origin,destination,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,departure_delay_min,arrival_delay_min,distance_km,passengers,status
1414,AF257,2025-05-29,AF,59,CDG,YUL,2025-05-29 16:25:00,2025-05-29 16:55:00,2025-05-29 23:57:00,2025-05-30 00:33:00,30,36,5523,246,Retardé
1415,AC1648,2025-05-29,AC,16,YUL,CDG,2025-05-29 18:20:00,2025-05-29 18:26:00,2025-05-30 01:41:00,2025-05-30 01:37:00,6,-4,5523,246,À l'heure
1416,WS1826,2025-05-29,WS,19,YVR,YUL,2025-05-29 19:40:00,2025-05-29 19:37:00,2025-05-30 00:46:00,2025-05-30 00:49:00,-3,3,3682,114,À l'heure
1417,AF352,2025-05-29,AF,55,CDG,YUL,2025-05-29 19:40:00,2025-05-29 19:46:00,2025-05-30 03:08:00,2025-05-30 03:06:00,6,-2,5523,217,À l'heure
1418,AC850,2025-05-29,AC,7,YYZ,YOW,2025-05-29 19:45:00,2025-05-29 19:49:00,2025-05-29 20:35:00,2025-05-29 20:38:00,4,3,363,131,À l'heure
1419,PD1783,2025-05-30,PD,27,YUL,YQB,2025-05-30 06:05:00,2025-05-30 06:05:00,2025-05-30 06:57:00,2025-05-30 07:00:00,0,3,233,109,À l'heure
1420,WS1300,2025-05-30,WS,19,YUL,CUN,2025-05-30 11:25:00,2025-05-30 11:35:00,2025-05-30 15:48:00,2025-05-30 16:05:00,10,17,2970,116,Retardé
1421,F8404,2025-05-30,F8,39,YYC,YWG,2025-05-30 12:30:00,2025-05-30 13:08:00,2025-05-30 14:38:00,2025-05-30 15:15:00,38,37,1191,134,Retardé
1422,PD271,2025-05-30,PD,29,YUL,YYZ,2025-05-30 13:20:00,2025-05-30 13:14:00,2025-05-30 14:24:00,2025-05-30 14:09:00,-6,-15,507,72,À l'heure
1423,AC426,2025-05-30,AC,7,YUL,YVR,2025-05-30 16:55:00,2025-05-30 16:53:00,2025-05-30 22:14:00,2025-05-30 22:15:00,-2,1,3682,166,À l'heure
1424,AC763,2025-05-30,AC,12,YYZ,LHR,2025-05-30 18:05:00,2025-05-30 18:08:00,2025-05-31 01:57:00,2025-05-31 01:55:00,3,-2,5707,274,À l'heure
1425,WS1169,2025-05-30,WS,19,YVR,YEG,2025-05-30 19:10:00,2025-05-30 19:11:00,2025-05-30 20:44:00,2025-05-30 20:46:00,1,2,809,147,À l'heure
1426,AC403,2025-05-30,AC,9,YYZ,YUL,2025-05-30 19:40:00,2025-05-30 20:45:00,2025-05-30 20:49:00,2025-05-30 21:47:00,65,58,507,157,Retardé
1427,WS1094,2025-05-30,WS,18,YYC,YUL,2025-05-30 21:20:00,2025-05-30 21:45:00,2025-05-31 01:38:00,2025-05-31 01:55:00,25,17,3005,149,Retardé
1428,AC288,2025-05-31,AC,3,YUL,YYZ,2025-05-31 06:55:00,2025-05-31 06:57:00,2025-05-31 08:06:00,2025-05-31 07:58:00,2,-8,507,146,À l'heure
1429,PD1567,2025-05-31,PD,31,YUL,YHZ,2025-05-31 12:00:00,2025-05-31 12:00:00,2025-05-31 13:26:00,2025-05-31 13:15:00,0,-11,804,65,À l'heure
1430,AC594,2025-05-31,AC,11,LHR,YYZ,2025-05-31 12:05:00,2025-05-31 12:06:00,2025-05-31 19:44:00,2025-05-31 19:38:00,1,-6,5707,264,À l'heure
1431,PD1366,2025-05-31,PD,27,YOW,YYZ,2025-05-31 13:10:00,2025-05-31 13:09:00,2025-05-31 14:00:00,2025-05-31 13:47:00,-1,-13,363,106,À l'heure
1432,AC812,2025-05-31,AC,1,YVR,YYZ,2025-05-31 14:50:00,2025-05-31 14:49:00,2025-05-31 19:32:00,2025-05-31 19:22:00,-1,-10,3346,97,À l'heure
1433,AC1768,2025-05-31,AC,3,YEG,YVR,2025-05-31 17:05:00,2025-05-31 17:01:00,2025-05-31 18:42:00,2025-05-31 18:48:00,-4,6,809,126,À l'heure
1434,WS948,2025-05-31,WS,17,YUL,YVR,2025-05-31 18:25:00,2025-05-31 18:26:00,2025-05-31 23:28:00,2025-05-31 23:22:00,1,-6,3682,118,À l'heure
1435,PD427,2025-06-01,PD,30,YYZ,YOW,2025-06-01 06:05:00,2025-06-01 06:02:00,2025-06-01 07:04:00,2025-06-01 07:04:00,-3,0,363,69,À l'heure
1436,WS182,2025-06-01,WS,17,YYC,YEG,2025-06-01 06:05:00,2025-06-01 06:08:00,2025-06-01 06:58:00,2025-06-01 07:02:00,3,4,244,143,À l'heure
1437,WS1119,2025-06-01,WS,20,YYZ,YVR,2025-06-01 07:15:00,2025-06-01 07:12:00,2025-06-01 12:04:00,2025-06-01 11:49:00,-3,-15,3346,166,À l'heure
1438,F8157,2025-06-01,F8,42,YYC,YYZ,2025-06-01 12:05:00,2025-06-01 12:03:00,2025-06-01 16:08:00,2025-06-01 16:16:00,-2,8,2689,155,À l'heure
1439,WS1646,2025-06-01,WS,19,YYC,YVR,2025-06-01 17:10:00,2025-06-01 17:12:00,2025-06-01 18:30:00,2025-06-01 18:20:00,2,-10,687,116,À l'heure
1440,AC1352,2025-06-01,AC,5,YUL,CUN,2025-06-01 19:20:00,2025-06-01 19:14:00,2025-06-01 23:28:00,2025-06-01 23:16:00,-6,-12,2970,135,À l'heure
1441,WS457,2025-06-01,WS,19,YVR,YYC,2025-06-01 20:40:00,2025-06-01 20:37:00,2025-06-01 22:11:00,2025-06-01 21:57:00,-3,-14,687,159,À l'heure
1442,AC579,2025-06-01,AC,1,YUL,LAX,2025-06-01 21:40:00,2025-06-01 22:13:00,2025-06-02 03:05:00,2025-06-02 03:30:00,33,25,3973,95,Retardé
1443,AC785,2025-06-01,AC,11,YUL,CDG,2025-06-01 21:40:00,2025-06-01 21:53:00,2025-06-02 05:06:00,2025-06-02 05:17:00,13,11,5523,262,À l'heure
1444,AC1754,2025-06-02,AC,9,YQB,YUL,2025-06-02 08:40:00,2025-06-02 08:41:00,2025-06-02 09:19:00,2025-06-02 09:17:00,1,-2,233,155,À l'heure
1445,WS568,2025-06-02,WS,17,YEG,YYC,2025-06-02 08:45:00,2025-06-02 08:46:00,2025-06-02 09:41:00,2025-06-02 09:44:00,1,3,244,153,À l'heure
1446,WS1083,2025-06-02,WS,19,YHZ,YYZ,2025-06-02 09:00:00,2025-06-02 09:01:00,2025-06-02 10:59:00,2025-06-02 10:56:00,1,-3,1288,154,À l'heure
1447,UA1205,2025-06-02,UA,44,YUL,ORD,2025-06-02 09:30:00,2025-06-02 09:30:00,2025-06-02 11:39:00,2025-06-02 11:41:00,0,2,1201,132,À l'heure
1448,AC1236,2025-06-02,AC,3,YYC,YYZ,2025-06-02 10:25:00,2025-06-02 10:28:00,2025-06-02 14:18:00,2025-06-02 14:21:00,3,3,2689,174,À l'heure
1449,DL1935,2025-06-02,DL,52,JFK,YUL,2025-06-02 14:15:00,2025-06-02 14:16:00,2025-06-02 15:30:00,2025-06-02 15:26:00,1,-4,537,162,À l'heure
1450,AC1667,2025-06-02,AC,11,LHR,YUL,2025-06-02 15:55:00,2025-06-02 16:02:00,2025-06-02 22:57:00,2025-06-02 23:14:00,7,17,5215,246,Retardé
1451,PD406,2025-06-02,PD,30,YOW,YYZ,2025-06-02 16:35:00,2025-06-02 16:52:00,2025-06-02 17:38:00,2025-06-02 18:00:00,17,22,363,70,Retardé
1452,UA407,2025-06-02,UA,44,ORD,YYZ,2025-06-02 17:45:00,2025-06-02 18:02:00,2025-06-02 19:04:00,2025-06-02 19:15:00,17,11,701,119,À l'heure
1453,F81323,2025-06-02,F8,39,YVR,YYZ,2025-06-02 18:50:00,2025-06-02 18:52:00,2025-06-02 23:28:00,2025-06-02 23:35:00,2,7,3346,155,À l'heure
1454,DL1040,2025-06-02,DL,50,YUL,JFK,2025-06-02 19:40:00,2025-06-02 19:45:00,2025-06-02 20:44:00,2025-06-02 20:56:00,5,12,537,98,À l'heure
1455,AC1245,2025-06-02,AC,10,YUL,JFK,2025-06-02 21:45:00,2025-06-02 21:47:00,2025-06-02 23:00:00,2025-06-02 22:59:00,2,-1,537,162,À l'heure
1456,PD1126,2025-06-03,PD,28,YYZ,YUL,2025-06-03 08:05:00,2025-06-03 08:08:00,2025-06-03 09:11:00,2025-06-03 09:19:00,3,8,507,101,À l'heure
1457,WS342,2025-06-03,WS,17,YWG,YYC,2025-06-03 09:30:00,2025-06-03 09:45:00,2025-06-03 11:27:00,2025-06-03 11:44:00,15,17,1191,116,Retardé
1458,AC197,2025-06-03,AC,4,YHZ,YUL,2025-06-03 10:35:00,2025-06-03 10:41:00,2025-06-03 12:12:00,2025-06-03 12:13:00,6,1,804,128,À l'heure
1459,DL1739,2025-06-03,DL,50,YVR,LAX,2025-06-03 11:15:00,2025-06-03 11:14:00,2025-06-03 14:06:00,2025-06-03 14:03:00,-1,-3,1741,133,À l'heure
1460,DL330,2025-06-03,DL,50,LAX,YVR,2025-06-03 12:45:00,2025-06-03 13:08:00,2025-06-03 15:25:00,2025-06-03 15:50:00,23,25,1741,101,Retardé
1461,PD353,2025-06-03,PD,27,YUL,YYZ,2025-06-03 13:55:00,2025-06-03 14:08:00,2025-06-03 15:13:00,2025-06-03 15:28:00,13,15,507,116,À l'heure
1462,PD1210,2025-06-03,PD,31,YYZ,YUL,2025-06-03 17:05:00,2025-06-03 17:36:00,2025-06-03 18:22:00,2025-06-03 19:02:00,31,40,507,52,Retardé
1463,WS1939,2025-06-03,WS,20,CUN,YUL,2025-06-03 19:50:00,2025-06-03 19:57:00,2025-06-03 23:58:00,2025-06-04 00:03:00,7,5,2970,136,À l'heure
1464,WS1923,2025-06-04,WS,18,YYC,YUL,2025-06-04 06:10:00,2025-06-04 08:43:00,2025-06-04 10:22:00,2025-06-04 13:01:00,153,159,3005,148,Retardé
1465,UA1583,2025-06-04,UA,44,YYZ,ORD,2025-06-04 07:05:00,2025-06-04 07:03:00,2025-06-04 08:30:00,2025-06-04 08:26:00,-2,-4,701,135,À l'heure
1466,WS212,2025-06-04,WS,17,YYZ,YUL,2025-06-04 07:35:00,2025-06-04 07:40:00,2025-06-04 08:37:00,2025-06-04 08:37:00,5,0,507,116,À l'heure
1467,AC1154,2025-06-04,AC,5,YUL,LAX,2025-06-04 17:00:00,2025-06-04 17:05:00,2025-06-04 22:36:00,2025-06-04 22:30:00,5,-6,3973,130,À l'heure
1468,F8328,2025-06-04,F8,39,YYC,YWG,2025-06-04 18:15:00,2025-06-04 18:18:00,2025-06-04 20:17:00,2025-06-04 20:23:00,3,6,1191,143,À l'heure
1469,AC156,2025-06-04,AC,10,YYC,YVR,2025-06-04 20:10:00,2025-06-04 20:14:00,2025-06-04 21:26:00,2025-06-04 21:31:00,4,5,687,135,À l'heure
1470,AF105,2025-06-04,AF,60,CDG,YUL,2025-06-04 21:55:00,2025-06-04 22:02:00,2025-06-05 05:29:00,2025-06-05 05:46:00,7,17,5523,193,Retardé
1471,WS1532,2025-06-05,WS,17,YWG,YYZ,2025-06-05 07:05:00,2025-06-05 07:04:00,2025-06-05 09:28:00,2025-06-05 09:34:00,-1,6,1504,145,À l'heure
1472,AC310,2025-06-05,AC,9,YQB,YUL,2025-06-05 07:10:00,2025-06-05 07:09:00,2025-06-05 07:59:00,2025-06-05 07:54:00,-1,-5,233,148,À l'heure
1473,AC1541,2025-06-05,AC,10,YHZ,YUL,2025-06-05 07:50:00,2025-06-05 07:48:00,2025-06-05 09:24:00,2025-06-05 09:12:00,-2,-12,804,144,À l'heure
1474,PD1201,2025-06-05,PD,26,YYZ,YUL,2025-06-05 07:55:00,2025-06-05 07:55:00,2025-06-05 09:00:00,2025-06-05 09:05:00,0,5,507,126,À l'heure
1475,TS1357,2025-06-05,TS,34,CUN,YUL,2025-06-05 09:05:00,2025-06-05 09:22:00,2025-06-05 13:15:00,2025-06-05 13:41:00,17,26,2970,125,Retardé
1476,TS1234,2025-06-05,TS,33,CUN,YUL,2025-06-05 12:35:00,2025-06-05 12:54:00,2025-06-05 16:56:00,2025-06-05 17:05:00,19,9,2970,168,À l'heure
1477,AC1539,2025-06-05,AC,2,YYZ,YWG,2025-06-05 12:45:00,2025-06-05 12:55:00,2025-06-05 15:12:00,2025-06-05 15:30:00,10,18,1504,120,Retardé
1478,WS506,2025-06-05,WS,20,YUL,YYZ,2025-06-05 19:25:00,2025-06-05 19:49:00,2025-06-05 20:36:00,2025-06-05 20:58:00,24,22,507,110,Retardé
1479,AC778,2025-06-06,AC,4,YUL,YYC,2025-06-06 06:35:00,2025-06-06 08:05:00,2025-06-06 10:45:00,2025-06-06 12:08:00,90,83,3005,127,Retardé
1480,WS844,2025-06-06,WS,20,YEG,YYC,2025-06-06 07:15:00,2025-06-06 07:12:00,2025-06-06 08:13:00,2025-06-06 07:57:00,-3,-16,244,164,À l'heure
1481,UA1952,2025-06-06,UA,44,ORD,YYZ,2025-06-06 11:25:00,2025-06-06 11:20:00,2025-06-06 12:51:00,2025-06-06 12:44:00,-5,-7,701,126,À l'heure
1482,UA541,2025-06-06,UA,45,YUL,ORD,2025-06-06 11:50:00,2025-06-06 11:55:00,2025-06-06 13:51:00,2025-06-06 14:04:00,5,13,1201,169,À l'heure
1483,WS427,2025-06-06,WS,18,YVR,YYC,2025-06-06 14:00:00,2025-06-06 13:55:00,2025-06-06 15:19:00,2025-06-06 15:01:00,-5,-18,687,117,À l'heure
1484,AC1321,2025-06-06,AC,5,YYZ,YYC,2025-06-06 16:10:00,2025-06-06 16:14:00,2025-06-06 20:12:00,2025-06-06 20:18:00,4,6,2689,187,À l'heure
1485,AC351,2025-06-06,AC,2,JFK,YUL,2025-06-06 17:45:00,2025-06-06 18:04:00,2025-06-06 18:56:00,2025-06-06 19:16:00,19,20,537,103,Retardé
1486,AC584,2025-06-06,AC,8,YUL,CUN,2025-06-06 17:45:00,2025-06-06 17:48:00,2025-06-06 22:08:00,2025-06-06 22:00:00,3,-8,2970,128,À l'heure
1487,DL462,2025-06-06,DL,54,LAX,YVR,2025-06-06 18:25:00,2025-06-06 18:27:00,2025-06-06 20:59:00,2025-06-06 21:06:00,2,7,1741,171,À l'heure
1488,PD233,2025-06-07,PD,31,YHZ,YYZ,2025-06-07 07:05:00,2025-06-07 07:05:00,2025-06-07 09:12:00,2025-06-07 09:12:00,0,0,1288,74,À l'heure
1489,AC1593,2025-06-07,AC,1,YUL,YHZ,2025-06-07 08:20:00,2025-06-07 08:45:00,2025-06-07 09:46:00,2025-06-07 09:59:00,25,13,804,134,À l'heure
1490,WS645,2025-06-07,WS,17,YUL,YYZ,2025-06-07 08:40:00,2025-06-07 08:40:00,2025-06-07 09:47:00,2025-06-07 09:45:00,0,-2,507,146,À l'heure
1491,AC161,2025-06-07,AC,5,YUL,CUN,2025-06-07 09:55:00,2025-06-07 09:56:00,2025-06-07 14:12:00,2025-06-07 14:13:00,1,1,2970,189,À l'heure
1492,WS1239,2025-06-07,WS,17,YYC,YYZ,2025-06-07 11:05:00,2025-06-07 11:09:00,2025-06-07 15:07:00,2025-06-07 15:19:00,4,12,2689,122,À l'heure
1493,AC1149,2025-06-07,AC,9,YYZ,YVR,2025-06-07 16:20:00,2025-06-07 16:28:00,2025-06-07 21:13:00,2025-06-07 21:08:00,8,-5,3346,156,À l'heure
1494,DL1454,2025-06-07,DL,54,YUL,JFK,2025-06-07 18:10:00,2025-06-07 18:27:00,2025-06-07 19:18:00,2025-06-07 19:33:00,17,15,537,180,À l'heure
1495,AC386,2025-06-07,AC,16,YUL,CDG,2025-06-07 18:10:00,2025-06-07 18:36:00,2025-06-08 01:32:00,2025-06-08 02:06:00,26,34,5523,270,Retardé
1496,PD1392,2025-06-07,PD,29,YOW,YUL,2025-06-07 20:15:00,2025-06-07 20:46:00,2025-06-07 20:59:00,2025-06-07 21:19:00,31,20,151,62,Retardé
1497,PD467,2025-06-08,PD,26,YOW,YYZ,2025-06-08 06:25:00,2025-06-08 06:31:00,2025-06-08 07:15:00,2025-06-08 07:07:00,6,-8,363,116,À l'heure
1498,WS538,2025-06-08,WS,19,YYC,YEG,2025-06-08 09:30:00,2025-06-08 09:26:00,2025-06-08 10:22:00,2025-06-08 10:13:00,-4,-9,244,131,À l'heure
1499,PD854,2025-06-08,PD,28,YYZ,YUL,2025-06-08 09:55:00,2025-06-08 09:51:00,2025-06-08 11:01:00,2025-06-08 11:00:00,-4,-1,507,115,À l'heure
1500,PD1991,2025-06-08,PD,26,YOW,YYZ,2025-06-08 10:45:00,2025-06-08 10:52:00,2025-06-08 11:44:00,2025-06-08 11:37:00,7,-7,363,121,À l'heure
1501,AC1964,2025-06-08,AC,2,LAX,YUL,2025-06-08 11:15:00,2025-06-08 11:23:00,2025-06-08 16:51:00,2025-06-08 16:58:00,8,7,3973,118,À l'heure
1502,PD416,2025-06-08,PD,30,YUL,YYZ,2025-06-08 12:05:00,2025-06-08 12:03:00,2025-06-08 13:23:00,2025-06-08 13:23:00,-2,0,507,63,À l'heure
1503,AC1594,2025-06-08,AC,16,YUL,LHR,2025-06-08 17:15:00,2025-06-08 17:31:00,2025-06-09 00:17:00,2025-06-09 00:19:00,16,2,5215,251,À l'heure
1504,DL1182,2025-06-08,DL,54,YUL,JFK,2025-06-08 18:30:00,2025-06-08 18:48:00,2025-06-08 19:47:00,2025-06-08 19:54:00,18,7,537,188,À l'heure
1505,WS1400,2025-06-08,WS,17,YEG,YVR,2025-06-08 21:40:00,2025-06-08 21:37:00,2025-06-08 23:05:00,2025-06-08 22:52:00,-3,-13,809,169,À l'heure
1506,WS1899,2025-06-08,WS,17,YUL,YVR,2025-06-08 21:45:00,2025-06-08 21:55:00,2025-06-09 02:47:00,2025-06-09 02:58:00,10,11,3682,167,À l'heure
1507,AC729,2025-06-09,AC,2,YYC,YVR,2025-06-09 08:45:00,2025-06-09 08:46:00,2025-06-09 10:00:00,2025-06-09 10:02:00,1,2,687,128,À l'heure
1508,AC784,2025-06-09,AC,9,ORD,YUL,2025-06-09 11:30:00,2025-06-09 11:31:00,2025-06-09 13:31:00,2025-06-09 13:34:00,1,3,1201,140,À l'heure
1509,AC1066,2025-06-09,AC,4,YYZ,YHZ,2025-06-09 12:00:00,2025-06-09 11:58:00,2025-06-09 14:00:00,2025-06-09 13:52:00,-2,-8,1288,157,À l'heure
1510,AC838,2025-06-09,AC,1,YYZ,YUL,2025-06-09 12:30:00,2025-06-09 12:43:00,2025-06-09 13:43:00,2025-06-09 13:51:00,13,8,507,132,À l'heure
1511,PD1925,2025-06-09,PD,28,YUL,YOW,2025-06-09 12:50:00,,2025-06-09 13:38:00,,,,151,,Annulé
1512,F8744,2025-06-09,F8,42,YYZ,YVR,2025-06-09 13:40:00,2025-06-09 15:31:00,2025-06-09 18:29:00,2025-06-09 20:08:00,111,99,3346,147,Retardé
1513,F8458,2025-06-09,F8,42,YWG,YYC,2025-06-09 16:05:00,2025-06-09 16:19:00,2025-06-09 18:04:00,2025-06-09 18:26:00,14,22,1191,151,Retardé
1514,DL837,2025-06-09,DL,54,YVR,LAX,2025-06-09 16:25:00,2025-06-09 16:24:00,2025-06-09 19:12:00,2025-06-09 19:10:00,-1,-2,1741,175,À l'heure
1515,AC732,2025-06-09,AC,12,LHR,YUL,2025-06-09 18:15:00,,2025-06-10 01:31:00,,,,5215,,Annulé
1516,WS954,2025-06-09,WS,20,YUL,YYZ,2025-06-09 20:10:00,2025-06-09 20:18:00,2025-06-09 21:22:00,2025-06-09 21:30:00,8,8,507,146,À l'heure
1517,WS609,2025-06-09,WS,20,YVR,YYZ,2025-06-09 20:10:00,2025-06-09 20:25:00,2025-06-10 01:00:00,2025-06-10 01:12:00,15,12,3346,125,À l'heure
1518,AC567,2025-06-09,AC,13,LHR,YYZ,2025-06-09 20:55:00,2025-06-09 21:03:00,2025-06-10 04:33:00,2025-06-10 04:42:00,8,9,5707,269,À l'heure
1519,AF1915,2025-06-09,AF,55,YUL,CDG,2025-06-09 21:00:00,2025-06-09 21:00:00,2025-06-10 04:35:00,2025-06-10 04:43:00,0,8,5523,280,À l'heure
1520,AC1342,2025-06-09,AC,1,YYC,YYZ,2025-06-09 21:45:00,2025-06-09 21:50:00,2025-06-10 01:33:00,2025-06-10 01:48:00,5,15,2689,121,À l'heure
1521,F81280,2025-06-10,F8,39,YYZ,YYC,2025-06-10 10:25:00,2025-06-10 10:54:00,2025-06-10 14:29:00,2025-06-10 14:54:00,29,25,2689,137,Retardé
1522,AF636,2025-06-10,AF,56,CDG,YUL,2025-06-10 10:30:00,2025-06-10 10:34:00,2025-06-10 18:00:00,2025-06-10 18:00:00,4,0,5523,190,À l'heure
1523,AC997,2025-06-10,AC,2,YVR,YEG,2025-06-10 11:05:00,2025-06-10 11:02:00,2025-06-10 12:45:00,2025-06-10 12:34:00,-3,-11,809,131,À l'heure
1524,WS296,2025-06-10,WS,17,YVR,YUL,2025-06-10 13:05:00,2025-06-10 13:21:00,2025-06-10 18:18:00,2025-06-10 18:27:00,16,9,3682,147,À l'heure
1525,AC871,2025-06-10,AC,7,JFK,YUL,2025-06-10 15:30:00,2025-06-10 15:35:00,2025-06-10 16:44:00,2025-06-10 16:42:00,5,-2,537,143,À l'heure
1526,PD278,2025-06-10,PD,28,YYZ,YOW,2025-06-10 18:10:00,2025-06-10 18:07:00,2025-06-10 19:14:00,2025-06-10 19:03:00,-3,-11,363,101,À l'heure
1527,AC208,2025-06-10,AC,15,YYZ,LHR,2025-06-10 20:10:00,2025-06-10 20:36:00,2025-06-11 03:58:00,2025-06-11 04:13:00,26,15,5707,241,À l'heure
1528,F8558,2025-06-10,F8,41,YVR,YYZ,2025-06-10 20:55:00,2025-06-10 21:21:00,2025-06-11 01:43:00,2025-06-11 02:16:00,26,33,3346,128,Retardé
1529,AC919,2025-06-10,AC,8,YUL,YQB,2025-06-10 21:45:00,2025-06-10 21:52:00,2025-06-10 22:32:00,2025-06-10 22:48:00,7,16,233,160,Retardé
1530,WS1982,2025-06-11,WS,18,YYC,YVR,2025-06-11 11:05:00,2025-06-11 14:12:00,2025-06-11 12:23:00,2025-06-11 15:30:00,187,187,687,132,Retardé
1531,F8259,2025-06-11,F8,39,YWG,YYC,2025-06-11 14:05:00,2025-06-11 14:06:00,2025-06-11 16:15:00,2025-06-11 16:19:00,1,4,1191,164,À l'heure
1532,AC1397,2025-06-11,AC,5,LAX,YUL,2025-06-11 14:50:00,2025-06-11 14:55:00,2025-06-11 20:18:00,2025-06-11 20:33:00,5,15,3973,168,À l'heure
1533,F8635,2025-06-12,F8,42,YVR,YUL,2025-06-12 06:55:00,2025-06-12 07:00:00,2025-06-12 11:59:00,2025-06-12 11:58:00,5,-1,3682,148,À l'heure
1534,PD1923,2025-06-12,PD,27,YUL,YOW,2025-06-12 10:00:00,2025-06-12 10:12:00,2025-06-12 10:35:00,2025-06-12 10:39:00,12,4,151,88,À l'heure
1535,AC106,2025-06-12,AC,8,YUL,YYZ,2025-06-12 11:45:00,2025-06-12 11:43:00,2025-06-12 12:45:00,2025-06-12 12:44:00,-2,-1,507,144,À l'heure
1536,PD929,2025-06-12,PD,28,YUL,YYZ,2025-06-12 13:00:00,2025-06-12 12:58:00,2025-06-12 14:15:00,2025-06-12 14:15:00,-2,0,507,120,À l'heure
1537,AC321,2025-06-12,AC,8,YYZ,YVR,2025-06-12 16:00:00,2025-06-12 16:34:00,2025-06-12 20:54:00,2025-06-12 21:14:00,34,20,3346,136,Retardé
1538,AC484,2025-06-12,AC,7,YUL,CUN,2025-06-12 17:50:00,2025-06-12 17:50:00,2025-06-12 22:03:00,2025-06-12 22:12:00,0,9,2970,124,À l'heure
1539,WS478,2025-06-12,WS,19,YYZ,YYC,2025-06-12 17:50:00,2025-06-12 18:03:00,2025-06-12 21:41:00,2025-06-12 22:00:00,13,19,2689,143,Retardé
1540,AC1362,2025-06-12,AC,5,YVR,YYC,2025-06-12 20:20:00,2025-06-12 20:49:00,2025-06-12 21:50:00,2025-06-12 22:08:00,29,18,687,184,Retardé
1541,AC1162,2025-06-12,AC,11,YYZ,LHR,2025-06-12 20:45:00,2025-06-12 20:50:00,2025-06-13 04:28:00,2025-06-13 04:35:00,5,7,5707,225,À l'heure
1542,PD574,2025-06-12,PD,26,YYZ,YOW,2025-06-12 21:50:00,2025-06-12 21:57:00,2025-06-12 22:48:00,2025-06-12 22:47:00,7,-1,363,121,À l'heure
1543,WS250,2025-06-13,WS,20,YEG,YYC,2025-06-13 08:20:00,2025-06-13 08:17:00,2025-06-13 09:06:00,2025-06-13 08:57:00,-3,-9,244,132,À l'heure
1544,UA144,2025-06-13,UA,46,YYZ,ORD,2025-06-13 09:45:00,2025-06-13 09:48:00,2025-06-13 11:05:00,2025-06-13 11:16:00,3,11,701,161,À l'heure
1545,WS1535,2025-06-13,WS,18,YYC,YEG,2025-06-13 09:45:00,2025-06-13 09:45:00,2025-06-13 10:35:00,2025-06-13 10:34:00,0,-1,244,113,À l'heure
1546,AC205,2025-06-13,AC,4,YYZ,YOW,2025-06-13 09:50:00,2025-06-13 10:08:00,2025-06-13 10:49:00,2025-06-13 10:55:00,18,6,363,179,À l'heure
1547,F8525,2025-06-13,F8,39,YYC,YWG,2025-06-13 12:30:00,2025-06-13 12:56:00,2025-06-13 14:29:00,2025-06-13 15:01:00,26,32,1191,136,Retardé
1548,AC1785,2025-06-13,AC,4,YUL,JFK,2025-06-13 12:35:00,2025-06-13 13:05:00,2025-06-13 13:46:00,2025-06-13 14:09:00,30,23,537,141,Retardé
1549,AC1279,2025-06-13,AC,8,YEG,YVR,2025-06-13 14:50:00,2025-06-13 14:49:00,2025-06-13 16:18:00,2025-06-13 16:07:00,-1,-11,809,120,À l'heure
1550,PD1997,2025-06-13,PD,26,YOW,YYZ,2025-06-13 14:55:00,2025-06-13 15:18:00,2025-06-13 15:57:00,2025-06-13 16:23:00,23,26,363,95,Retardé
1551,DL1670,2025-06-13,DL,52,YVR,LAX,2025-06-13 16:45:00,2025-06-13 16:43:00,2025-06-13 19:32:00,2025-06-13 19:39:00,-2,7,1741,145,À l'heure
1552,PD1643,2025-06-13,PD,29,YUL,YYZ,2025-06-13 18:05:00,2025-06-13 18:15:00,2025-06-13 19:17:00,2025-06-13 19:29:00,10,12,507,69,À l'heure
1553,AC1957,2025-06-13,AC,16,YUL,LHR,2025-06-13 18:10:00,2025-06-13 18:09:00,2025-06-14 01:09:00,2025-06-14 00:54:00,-1,-15,5215,206,À l'heure
1554,WS1908,2025-06-13,WS,19,YYC,YYZ,2025-06-13 19:20:00,2025-06-13 19:14:00,2025-06-13 23:08:00,2025-06-13 22:54:00,-6,-14,2689,152,À l'heure
1555,AC1265,2025-06-14,AC,8,YUL,YQB,2025-06-14 06:25:00,2025-06-14 06:24:00,2025-06-14 07:16:00,2025-06-14 07:09:00,-1,-7,233,159,À l'heure
1556,F8808,2025-06-14,F8,39,YYC,YVR,2025-06-14 07:20:00,2025-06-14 07:24:00,2025-06-14 08:40:00,2025-06-14 08:50:00,4,10,687,151,À l'heure
1557,AC1788,2025-06-14,AC,1,YUL,ORD,2025-06-14 07:50:00,2025-06-14 07:58:00,2025-06-14 09:44:00,2025-06-14 09:43:00,8,-1,1201,126,À l'heure
1558,AC469,2025-06-14,AC,9,YOW,YYZ,2025-06-14 10:15:00,2025-06-14 10:16:00,2025-06-14 11:18:00,2025-06-14 11:24:00,1,6,363,129,À l'heure
1559,TS1650,2025-06-14,TS,36,CDG,YUL,2025-06-14 14:20:00,2025-06-14 14:18:00,2025-06-14 21:56:00,2025-06-14 21:46:00,-2,-10,5523,284,À l'heure
1560,AC1829,2025-06-15,AC,3,YYZ,YUL,2025-06-15 06:45:00,2025-06-15 06:40:00,2025-06-15 07:48:00,2025-06-15 07:50:00,-5,2,507,156,À l'heure
